name,category,cat_code,l,w,h,weight,score
Concrete Block,Heavy Load,2,35,13,10,41,7.642
Wine Bottles,Fragile,1,47,39,58,13,0.0
Monitor,Fragile,1,11,12,25,1,0.0
Tools,Common,0,49,18,11,13,1.1328
Antique Lamp,Fragile,1,14,34,35,12,0.0
Antique Lamp,Fragile,1,28,14,56,13,0.0
Antique Lamp,Fragile,1,34,19,52,10,0.0
Paper Ream,Common,0,19,26,52,6,0.5576
Paper Ream,Common,0,38,15,52,14,1.068
Steel Beam,Heavy Load,2,36,35,19,46,8.264
Generator,Heavy Load,2,26,40,24,61,9.076
Car Engine,Heavy Load,2,44,56,21,37,8.2056
Cushions,Common,0,16,44,16,20,1.4816
Paper Ream,Common,0,10,13,52,21,1.3119999999999998
Plastic Toys,Common,0,10,12,39,4,0.288
Clothes,Common,0,37,15,49,20,1.4220000000000002
Generator,Heavy Load,2,54,49,46,58,9.5384
Industrial Motor,Heavy Load,2,53,37,21,63,9.564400000000001
Clothes,Common,0,56,12,26,21,1.5288
Clothes,Common,0,15,19,20,28,1.794
Paper Ream,Common,0,50,32,36,24,2.0799999999999996
Steel Beam,Heavy Load,2,55,45,37,73,10.0
Canned Food,Common,0,42,56,28,19,2.0808
Industrial Motor,Heavy Load,2,23,50,44,35,7.56
Cushions,Common,0,18,18,52,20,1.3296
Steel Beam,Heavy Load,2,37,31,17,37,7.6788
Steel Beam,Heavy Load,2,10,21,59,33,7.064
Cushions,Common,0,13,21,17,20,1.3092000000000001
Gym Weights,Heavy Load,2,28,19,34,74,9.6528
Wine Bottles,Fragile,1,26,43,36,5,0.0
TV Screen,Fragile,1,43,34,21,14,0.0
Concrete Block,Heavy Load,2,30,28,58,38,7.616
Mirror,Fragile,1,38,56,28,5,0.0
Shoes,Common,0,12,22,59,29,1.8456
Concrete Block,Heavy Load,2,50,25,42,57,8.919999999999998
Wine Bottles,Fragile,1,20,52,49,4,0.0
Laboratory Beaker,Fragile,1,25,15,48,5,0.0
Plastic Toys,Common,0,30,53,44,28,2.316
Laboratory Beaker,Fragile,1,26,22,48,8,0.0
Concrete Block,Heavy Load,2,43,37,59,68,9.7164
Wine Bottles,Fragile,1,39,31,15,5,0.0
Books,Common,0,55,21,35,11,1.1219999999999999
Mirror,Fragile,1,34,56,40,10,0.0
Laboratory Beaker,Fragile,1,59,10,15,6,0.0
Clothes,Common,0,27,40,28,9,0.9719999999999999
Anvil,Heavy Load,2,13,32,33,72,9.4864
Monitor,Fragile,1,29,15,17,9,0.0
Anvil,Heavy Load,2,28,11,54,71,9.383199999999999
Shoes,Common,0,18,32,38,16,1.1904
Generator,Heavy Load,2,33,30,31,42,7.9159999999999995
Glass Vase,Fragile,1,36,26,51,9,0.0
Mirror,Fragile,1,29,28,45,5,0.0
Paper Ream,Common,0,48,56,45,17,2.0951999999999997
Mirror,Fragile,1,53,56,38,7,0.0
Clothes,Common,0,36,55,38,13,1.572
Paper Ream,Common,0,56,23,51,29,2.2552
Laboratory Beaker,Fragile,1,19,53,25,5,0.0
Industrial Motor,Heavy Load,2,31,42,37,43,8.100800000000001
Anvil,Heavy Load,2,56,58,32,70,10.0
Paper Ream,Common,0,56,56,14,10,1.8544
Plastic Toys,Common,0,33,14,58,18,1.2648
Concrete Block,Heavy Load,2,55,58,59,56,9.636
Monitor,Fragile,1,15,45,35,11,0.0
Antique Lamp,Fragile,1,16,26,25,14,0.0
Wine Bottles,Fragile,1,58,13,24,13,0.0
Books,Common,0,14,35,17,26,1.7559999999999998
Tools,Common,0,58,34,51,7,1.2088
Antique Lamp,Fragile,1,54,10,38,4,0.0
Laboratory Beaker,Fragile,1,37,51,39,14,0.0
Industrial Motor,Heavy Load,2,26,38,28,63,9.1752
Paper Ream,Common,0,34,38,49,4,0.7567999999999999
Car Engine,Heavy Load,2,29,13,20,67,9.1708
Clothes,Common,0,44,13,29,13,1.0088
Canned Food,Common,0,18,21,32,5,0.45120000000000005
Glass Vase,Fragile,1,47,13,20,3,0.0
Paper Ream,Common,0,58,54,31,27,2.8728000000000002
Gym Weights,Heavy Load,2,36,54,54,68,9.8576
Monitor,Fragile,1,14,58,59,6,0.0
Car Engine,Heavy Load,2,37,18,33,40,7.6664
Mirror,Fragile,1,30,46,31,4,0.0
Steel Beam,Heavy Load,2,41,49,19,76,10.0
Monitor,Fragile,1,44,40,57,13,0.0
Ceramic Plates,Fragile,1,59,29,17,10,0.0
Wine Bottles,Fragile,1,49,10,49,6,0.0
Paper Ream,Common,0,22,37,11,29,2.0656
Anvil,Heavy Load,2,47,32,53,37,7.821600000000001
Plastic Toys,Common,0,24,49,52,7,0.8904
Monitor,Fragile,1,41,17,48,9,0.0
Books,Common,0,22,11,50,3,0.2768
Gym Weights,Heavy Load,2,41,34,18,38,7.8376
TV Screen,Fragile,1,48,22,53,14,0.0
Concrete Block,Heavy Load,2,17,24,40,56,8.5232
Safe Box,Heavy Load,2,26,26,57,61,8.9304
Plastic Toys,Common,0,15,51,51,24,1.746
Glass Vase,Fragile,1,44,48,54,5,0.0
TV Screen,Fragile,1,13,40,45,6,0.0
Concrete Block,Heavy Load,2,37,32,58,47,8.293600000000001
Industrial Motor,Heavy Load,2,22,35,53,59,8.847999999999999
Industrial Motor,Heavy Load,2,59,37,17,58,9.3532
Mirror,Fragile,1,38,16,52,1,0.0
Books,Common,0,22,23,43,16,1.1623999999999999
Generator,Heavy Load,2,35,39,24,54,8.786
Laboratory Beaker,Fragile,1,23,37,30,6,0.0
Clothes,Common,0,17,40,41,19,1.4120000000000001
Clothes,Common,0,40,21,45,6,0.696
Tools,Common,0,17,46,53,18,1.3927999999999998
Generator,Heavy Load,2,12,43,31,30,7.006399999999999
Plastic Toys,Common,0,46,16,22,4,0.5344
Antique Lamp,Fragile,1,59,12,40,11,0.0
Cushions,Common,0,40,43,17,12,1.408
Mirror,Fragile,1,52,30,48,5,0.0
Concrete Block,Heavy Load,2,11,31,11,32,7.056399999999999
Antique Lamp,Fragile,1,56,10,30,13,0.0
Concrete Block,Heavy Load,2,20,36,47,49,8.228
Safe Box,Heavy Load,2,41,41,13,44,8.3124
Concrete Block,Heavy Load,2,41,45,17,71,9.998000000000001
Glass Vase,Fragile,1,51,35,46,1,0.0
Plastic Toys,Common,0,49,52,39,12,1.7391999999999999
Safe Box,Heavy Load,2,56,41,26,73,10.0
Laboratory Beaker,Fragile,1,28,36,58,10,0.0
Laboratory Beaker,Fragile,1,37,53,27,4,0.0
Cushions,Common,0,15,53,15,5,0.618
Generator,Heavy Load,2,58,33,39,72,10.0
Mirror,Fragile,1,34,10,27,13,0.0
Canned Food,Common,0,53,57,30,2,1.3284
Concrete Block,Heavy Load,2,39,33,23,62,9.2348
Books,Common,0,17,19,52,8,0.6092
Laboratory Beaker,Fragile,1,37,25,46,14,0.0
Anvil,Heavy Load,2,58,25,10,45,8.28
TV Screen,Fragile,1,54,47,51,12,0.0
Tools,Common,0,18,32,16,10,0.8304
Laboratory Beaker,Fragile,1,44,34,51,11,0.0
Generator,Heavy Load,2,26,34,59,45,8.0536
Mirror,Fragile,1,47,56,38,8,0.0
Mirror,Fragile,1,35,23,15,11,0.0
Glass Vase,Fragile,1,24,28,14,10,0.0
Paper Ream,Common,0,16,51,43,17,1.3463999999999998
Cushions,Common,0,55,30,15,7,1.08
Glass Vase,Fragile,1,55,50,29,11,0.0
Mirror,Fragile,1,37,45,26,12,0.0
Steel Beam,Heavy Load,2,40,55,36,70,10.0
Industrial Motor,Heavy Load,2,44,34,34,39,7.9384
Canned Food,Common,0,24,51,38,23,1.8695999999999997
TV Screen,Fragile,1,49,18,52,4,0.0
Anvil,Heavy Load,2,58,29,48,54,8.9128
Books,Common,0,47,16,39,9,0.8408
Monitor,Fragile,1,31,10,55,10,0.0
Glass Vase,Fragile,1,23,57,27,9,0.0
Tools,Common,0,23,12,11,14,0.9503999999999999
Cushions,Common,0,53,58,19,4,1.4696
Wine Bottles,Fragile,1,18,21,43,4,0.0
Car Engine,Heavy Load,2,58,22,23,38,7.7904
Tools,Common,0,28,52,22,3,0.7624000000000001
Gym Weights,Heavy Load,2,26,42,44,38,7.716800000000001
Generator,Heavy Load,2,10,28,54,67,9.132
Antique Lamp,Fragile,1,38,41,34,13,0.0
Generator,Heavy Load,2,52,53,35,60,9.7024
TV Screen,Fragile,1,38,56,10,2,0.0
Ceramic Plates,Fragile,1,40,18,34,11,0.0
Laboratory Beaker,Fragile,1,51,14,25,4,0.0
Gym Weights,Heavy Load,2,31,32,20,41,7.8568
Shoes,Common,0,19,18,33,3,0.3168
Generator,Heavy Load,2,20,55,53,75,9.940000000000001
Clothes,Common,0,45,19,15,4,0.5820000000000001
Steel Beam,Heavy Load,2,33,11,22,66,9.1052
Mirror,Fragile,1,19,18,46,13,0.0
Anvil,Heavy Load,2,22,27,59,73,9.6176
Antique Lamp,Fragile,1,55,29,45,6,0.0
Antique Lamp,Fragile,1,38,29,20,4,0.0
Industrial Motor,Heavy Load,2,51,45,54,63,9.697999999999999
Canned Food,Common,0,22,37,11,18,1.4056
TV Screen,Fragile,1,45,18,14,4,0.0
Plastic Toys,Common,0,58,48,38,17,2.1336
Glass Vase,Fragile,1,34,36,16,5,0.0
Generator,Heavy Load,2,46,39,32,41,8.1776
Laboratory Beaker,Fragile,1,14,20,40,13,0.0
Monitor,Fragile,1,24,24,41,2,0.0
Generator,Heavy Load,2,46,27,57,46,8.2568
Laboratory Beaker,Fragile,1,25,54,31,1,0.0
Safe Box,Heavy Load,2,33,57,55,70,9.9524
Laboratory Beaker,Fragile,1,49,30,33,6,0.0
Paper Ream,Common,0,43,24,43,27,2.0328
Paper Ream,Common,0,42,46,11,26,2.3327999999999998
Cushions,Common,0,34,44,10,12,1.3184
Concrete Block,Heavy Load,2,48,41,37,46,8.5472
Canned Food,Common,0,24,12,38,23,1.4951999999999999
Antique Lamp,Fragile,1,11,52,42,12,0.0
Generator,Heavy Load,2,58,11,23,79,9.9952
Ceramic Plates,Fragile,1,47,55,33,7,0.0
Plastic Toys,Common,0,21,28,16,23,1.6151999999999997
Glass Vase,Fragile,1,23,53,46,14,0.0
Plastic Toys,Common,0,26,14,33,24,1.5856
Generator,Heavy Load,2,15,58,50,66,9.308
Shoes,Common,0,16,20,42,13,0.908
Wine Bottles,Fragile,1,19,51,43,8,0.0
Laboratory Beaker,Fragile,1,21,26,26,12,0.0
Tools,Common,0,19,24,25,4,0.4224
Cushions,Common,0,50,50,52,12,1.72
Canned Food,Common,0,57,38,45,4,1.1064
Mirror,Fragile,1,10,23,47,4,0.0
Antique Lamp,Fragile,1,55,53,14,11,0.0
Generator,Heavy Load,2,37,42,33,57,9.041599999999999
Mirror,Fragile,1,50,34,11,8,0.0
Ceramic Plates,Fragile,1,17,44,29,8,0.0
Mirror,Fragile,1,56,46,14,14,0.0
Shoes,Common,0,48,51,49,26,2.5392
Glass Vase,Fragile,1,20,39,33,12,0.0
Steel Beam,Heavy Load,2,51,44,50,73,10.0
Car Engine,Heavy Load,2,43,17,13,58,8.7724
Ceramic Plates,Fragile,1,43,38,25,2,0.0
Paper Ream,Common,0,41,21,26,4,0.5843999999999999
Clothes,Common,0,52,37,21,7,1.1896
Laboratory Beaker,Fragile,1,46,26,50,1,0.0
Laboratory Beaker,Fragile,1,12,25,39,2,0.0
Generator,Heavy Load,2,43,26,58,48,8.3272
Clothes,Common,0,42,40,22,23,2.052
Tools,Common,0,47,23,23,23,1.8123999999999998
Steel Beam,Heavy Load,2,25,50,51,75,10.0
Mirror,Fragile,1,59,47,25,5,0.0
Cushions,Common,0,14,10,15,15,0.9560000000000001
Shoes,Common,0,29,29,36,8,0.8164
Concrete Block,Heavy Load,2,24,52,43,59,9.0392
Antique Lamp,Fragile,1,13,50,33,10,0.0
Cushions,Common,0,54,28,10,2,0.7248
Anvil,Heavy Load,2,26,11,17,57,8.5344
Antique Lamp,Fragile,1,22,29,23,6,0.0
Ceramic Plates,Fragile,1,15,58,35,13,0.0
Laboratory Beaker,Fragile,1,58,18,41,3,0.0
Books,Common,0,18,11,19,28,1.7592000000000003
Ceramic Plates,Fragile,1,25,38,14,5,0.0
Monitor,Fragile,1,58,47,32,8,0.0
Ceramic Plates,Fragile,1,39,49,34,11,0.0
Paper Ream,Common,0,15,28,28,3,0.348
Safe Box,Heavy Load,2,23,54,28,49,8.4368
Paper Ream,Common,0,25,47,22,23,1.85
Gym Weights,Heavy Load,2,40,16,51,42,7.775999999999999
Cushions,Common,0,56,46,11,12,1.7504000000000002
Safe Box,Heavy Load,2,43,13,52,54,8.4636
Car Engine,Heavy Load,2,27,45,22,46,8.246
Safe Box,Heavy Load,2,58,23,18,56,8.893600000000001
Shoes,Common,0,24,51,34,18,1.5695999999999999
Concrete Block,Heavy Load,2,32,33,41,48,8.3024
Safe Box,Heavy Load,2,47,53,33,37,8.2164
Canned Food,Common,0,33,35,12,18,1.5419999999999998
Mirror,Fragile,1,52,42,52,3,0.0
Concrete Block,Heavy Load,2,57,59,52,52,9.4652
Car Engine,Heavy Load,2,12,49,26,62,8.9552
Gym Weights,Heavy Load,2,32,10,14,36,7.287999999999999
Clothes,Common,0,36,29,13,21,1.6776
TV Screen,Fragile,1,34,14,17,12,0.0
Clothes,Common,0,39,41,48,9,1.1796
Shoes,Common,0,22,53,16,28,2.1464000000000003
Mirror,Fragile,1,32,46,59,6,0.0
Anvil,Heavy Load,2,15,51,24,33,7.286
Clothes,Common,0,46,13,54,18,1.3192
Antique Lamp,Fragile,1,19,28,58,5,0.0
Glass Vase,Fragile,1,32,55,51,12,0.0
Ceramic Plates,Fragile,1,27,25,20,1,0.0
Tools,Common,0,38,46,38,2,0.8192
Anvil,Heavy Load,2,52,21,59,47,8.2568
Generator,Heavy Load,2,38,47,37,79,10.0
Car Engine,Heavy Load,2,58,52,45,79,10.0
Books,Common,0,51,50,31,19,2.16
Plastic Toys,Common,0,19,56,10,28,2.1056
Cushions,Common,0,26,42,43,16,1.3968
Mirror,Fragile,1,37,36,46,9,0.0
Generator,Heavy Load,2,37,18,39,46,8.026399999999999
Antique Lamp,Fragile,1,27,51,38,8,0.0
Industrial Motor,Heavy Load,2,23,18,51,51,8.2256
Tools,Common,0,53,47,54,15,1.8963999999999999
Mirror,Fragile,1,20,15,21,10,0.0
Anvil,Heavy Load,2,21,14,58,72,9.4376
Laboratory Beaker,Fragile,1,42,53,31,2,0.0
Steel Beam,Heavy Load,2,14,30,21,57,8.588
Plastic Toys,Common,0,33,59,50,29,2.5187999999999997
TV Screen,Fragile,1,29,22,33,2,0.0
Wine Bottles,Fragile,1,53,56,11,1,0.0
Laboratory Beaker,Fragile,1,50,48,52,8,0.0
Books,Common,0,40,28,33,23,1.8279999999999998
Paper Ream,Common,0,52,49,34,3,1.1992
Laboratory Beaker,Fragile,1,49,54,44,3,0.0
Concrete Block,Heavy Load,2,45,59,25,35,8.162
Books,Common,0,31,55,54,8,1.1620000000000001
Gym Weights,Heavy Load,2,41,29,40,36,7.635599999999999
Tools,Common,0,20,30,18,23,1.6199999999999999
Glass Vase,Fragile,1,58,57,24,3,0.0
Canned Food,Common,0,28,46,33,2,0.6352000000000001
Generator,Heavy Load,2,39,50,26,62,9.5
Shoes,Common,0,32,38,34,22,1.8064
Books,Common,0,35,43,57,19,1.7420000000000002
Monitor,Fragile,1,22,24,55,7,0.0
Anvil,Heavy Load,2,28,38,19,31,7.2856
Generator,Heavy Load,2,26,15,20,76,9.716
Canned Food,Common,0,49,49,31,7,1.3804000000000003
Concrete Block,Heavy Load,2,59,58,15,43,8.9488
TV Screen,Fragile,1,41,28,51,12,0.0
Paper Ream,Common,0,46,37,59,5,0.9808
Gym Weights,Heavy Load,2,14,10,53,57,8.475999999999999
Plastic Toys,Common,0,32,14,18,21,1.4392
Plastic Toys,Common,0,21,50,20,12,1.14
Concrete Block,Heavy Load,2,28,22,55,48,8.1264
Wine Bottles,Fragile,1,35,48,37,5,0.0
Shoes,Common,0,49,46,19,26,2.4616
Antique Lamp,Fragile,1,24,12,10,5,0.0
Wine Bottles,Fragile,1,28,22,59,2,0.0
Laboratory Beaker,Fragile,1,25,23,16,13,0.0
Clothes,Common,0,28,55,14,19,1.7560000000000002
Shoes,Common,0,34,42,28,23,1.9512
Steel Beam,Heavy Load,2,44,17,44,68,9.3792
Canned Food,Common,0,35,19,15,12,0.986
TV Screen,Fragile,1,47,38,39,1,0.0
Laboratory Beaker,Fragile,1,22,45,46,5,0.0
Generator,Heavy Load,2,21,44,56,48,8.2496
Cushions,Common,0,10,43,55,15,1.072
Wine Bottles,Fragile,1,39,10,16,10,0.0
Generator,Heavy Load,2,22,59,58,57,8.9392
Shoes,Common,0,55,34,25,24,2.1879999999999997
Books,Common,0,11,41,50,23,1.5604
Industrial Motor,Heavy Load,2,51,11,32,79,9.964400000000001
Generator,Heavy Load,2,42,54,23,76,10.0
Antique Lamp,Fragile,1,15,33,37,12,0.0
Monitor,Fragile,1,10,21,43,5,0.0
Books,Common,0,55,20,14,9,0.9800000000000001
Steel Beam,Heavy Load,2,33,39,52,72,9.8348
Wine Bottles,Fragile,1,39,42,50,1,0.0
TV Screen,Fragile,1,54,15,11,5,0.0
Mirror,Fragile,1,11,13,39,2,0.0
Antique Lamp,Fragile,1,55,56,42,12,0.0
Safe Box,Heavy Load,2,58,59,47,45,9.0688
Anvil,Heavy Load,2,12,15,33,53,8.251999999999999
Anvil,Heavy Load,2,41,19,40,49,8.2516
Clothes,Common,0,14,28,46,11,0.8168
Tools,Common,0,17,32,30,7,0.6376000000000001
Generator,Heavy Load,2,34,15,34,46,7.964
Car Engine,Heavy Load,2,21,14,42,70,9.3176
Anvil,Heavy Load,2,37,45,43,66,9.626000000000001
Steel Beam,Heavy Load,2,24,11,47,36,7.265600000000001
Anvil,Heavy Load,2,39,55,48,60,9.458
Safe Box,Heavy Load,2,20,26,21,49,8.148
Steel Beam,Heavy Load,2,16,57,17,34,7.4048
Canned Food,Common,0,32,14,41,26,1.7391999999999999
Cushions,Common,0,59,25,33,16,1.55
Concrete Block,Heavy Load,2,25,27,26,61,8.930000000000001
Industrial Motor,Heavy Load,2,41,49,19,62,9.523599999999998
Glass Vase,Fragile,1,11,24,18,2,0.0
Paper Ream,Common,0,58,25,25,12,1.3
Cushions,Common,0,45,52,33,4,1.176
Monitor,Fragile,1,28,29,18,5,0.0
Tools,Common,0,26,46,37,23,1.8584
Books,Common,0,51,50,56,8,1.5
Gym Weights,Heavy Load,2,33,49,39,53,8.8268
Antique Lamp,Fragile,1,18,55,10,10,0.0
Books,Common,0,29,58,24,8,1.1528
Antique Lamp,Fragile,1,40,40,52,9,0.0
Steel Beam,Heavy Load,2,54,50,46,51,9.14
Laboratory Beaker,Fragile,1,42,55,18,13,0.0
Safe Box,Heavy Load,2,41,48,13,69,9.9272
Books,Common,0,46,14,59,6,0.6176
Canned Food,Common,0,29,31,23,17,1.3796
Books,Common,0,20,33,11,16,1.224
Monitor,Fragile,1,45,30,29,6,0.0
Generator,Heavy Load,2,32,46,50,49,8.5288
Gym Weights,Heavy Load,2,41,59,56,50,8.967600000000001
Cushions,Common,0,56,28,33,24,2.0671999999999997
Concrete Block,Heavy Load,2,29,31,52,57,8.779599999999999
Glass Vase,Fragile,1,29,56,56,9,0.0
Clothes,Common,0,42,48,58,7,1.2264
Laboratory Beaker,Fragile,1,34,11,24,14,0.0
Antique Lamp,Fragile,1,27,52,38,12,0.0
Car Engine,Heavy Load,2,10,37,20,72,9.468
Gym Weights,Heavy Load,2,57,29,45,40,8.0612
Paper Ream,Common,0,12,12,21,11,0.7175999999999999
Industrial Motor,Heavy Load,2,29,22,16,38,7.535200000000001
Industrial Motor,Heavy Load,2,19,33,56,69,9.3908
Shoes,Common,0,29,40,33,8,0.944
Safe Box,Heavy Load,2,11,35,33,33,7.134
Clothes,Common,0,11,40,50,10,0.776
Wine Bottles,Fragile,1,14,30,50,2,0.0
Tools,Common,0,45,20,46,19,1.5
Plastic Toys,Common,0,16,10,36,3,0.244
Wine Bottles,Fragile,1,43,39,16,6,0.0
Concrete Block,Heavy Load,2,17,53,29,30,7.1604
Antique Lamp,Fragile,1,45,24,50,5,0.0
Generator,Heavy Load,2,23,47,53,32,7.3524
Cushions,Common,0,59,59,14,26,2.9524
Industrial Motor,Heavy Load,2,46,26,43,57,8.898399999999999
Anvil,Heavy Load,2,49,24,53,45,8.1704
Industrial Motor,Heavy Load,2,10,19,34,57,8.495999999999999
Cushions,Common,0,25,21,36,10,0.8099999999999999
Monitor,Fragile,1,35,42,29,13,0.0
Steel Beam,Heavy Load,2,25,37,40,54,8.61
Cushions,Common,0,36,37,34,18,1.6128
Books,Common,0,24,39,19,23,1.7543999999999997
Wine Bottles,Fragile,1,59,22,14,10,0.0
Clothes,Common,0,41,24,33,12,1.1136
Mirror,Fragile,1,14,17,59,12,0.0
Laboratory Beaker,Fragile,1,47,53,19,5,0.0
Safe Box,Heavy Load,2,21,53,57,55,8.7452
Gym Weights,Heavy Load,2,13,59,48,35,7.4068
Plastic Toys,Common,0,22,50,59,22,1.7600000000000002
Cushions,Common,0,36,22,23,28,1.9968
Mirror,Fragile,1,25,26,27,14,0.0
Monitor,Fragile,1,10,33,37,5,0.0
Anvil,Heavy Load,2,28,32,14,37,7.578399999999999
Monitor,Fragile,1,23,18,19,4,0.0
Ceramic Plates,Fragile,1,37,19,20,11,0.0
Anvil,Heavy Load,2,50,44,43,46,8.64
Clothes,Common,0,48,12,27,23,1.6103999999999998
Clothes,Common,0,50,44,51,24,2.32
Paper Ream,Common,0,31,38,57,21,1.7311999999999999
Canned Food,Common,0,32,21,39,25,1.7688
Glass Vase,Fragile,1,26,21,20,5,0.0
Shoes,Common,0,14,45,24,28,1.932
Shoes,Common,0,48,27,38,21,1.7784
Ceramic Plates,Fragile,1,52,59,57,5,0.0
TV Screen,Fragile,1,33,57,15,1,0.0
Antique Lamp,Fragile,1,34,46,41,6,0.0
Shoes,Common,0,52,26,24,23,1.9207999999999998
Monitor,Fragile,1,40,43,14,10,0.0
Antique Lamp,Fragile,1,34,29,45,5,0.0
Generator,Heavy Load,2,52,59,51,33,8.2072
Generator,Heavy Load,2,11,17,21,50,8.0748
Ceramic Plates,Fragile,1,38,16,31,13,0.0
Shoes,Common,0,47,27,17,23,1.8875999999999997
Glass Vase,Fragile,1,53,54,12,11,0.0
Anvil,Heavy Load,2,45,26,24,76,10.0
Tools,Common,0,46,33,55,12,1.3272
Glass Vase,Fragile,1,39,13,40,3,0.0
Tools,Common,0,47,42,56,23,2.1696
Industrial Motor,Heavy Load,2,34,11,22,30,6.949599999999999
Concrete Block,Heavy Load,2,41,30,16,71,9.752
TV Screen,Fragile,1,18,17,23,9,0.0
Monitor,Fragile,1,17,11,43,6,0.0
TV Screen,Fragile,1,20,34,10,5,0.0
Anvil,Heavy Load,2,33,27,38,56,8.7164
Shoes,Common,0,38,40,39,5,0.908
Generator,Heavy Load,2,16,20,46,78,9.808
Car Engine,Heavy Load,2,32,20,51,54,8.496
Plastic Toys,Common,0,23,30,44,9,0.8160000000000001
Glass Vase,Fragile,1,37,24,19,6,0.0
Concrete Block,Heavy Load,2,49,41,48,39,8.143600000000001
Car Engine,Heavy Load,2,57,44,46,74,10.0
Monitor,Fragile,1,40,49,20,12,0.0
Tools,Common,0,45,10,29,9,0.72
Car Engine,Heavy Load,2,27,47,59,57,8.9276
Ceramic Plates,Fragile,1,29,30,20,11,0.0
Industrial Motor,Heavy Load,2,40,55,15,68,9.959999999999999
Industrial Motor,Heavy Load,2,13,36,52,41,7.6472
Car Engine,Heavy Load,2,41,19,16,70,9.5116
Steel Beam,Heavy Load,2,45,46,25,38,8.108
Laboratory Beaker,Fragile,1,34,33,50,7,0.0
Canned Food,Common,0,11,22,27,25,1.5968
Laboratory Beaker,Fragile,1,33,30,31,14,0.0
Safe Box,Heavy Load,2,27,36,41,65,9.2888
Glass Vase,Fragile,1,52,54,52,14,0.0
Shoes,Common,0,40,17,39,22,1.592
Concrete Block,Heavy Load,2,31,12,30,73,9.5288
Tools,Common,0,36,33,57,21,1.7352
Gym Weights,Heavy Load,2,27,34,32,58,8.847199999999999
Clothes,Common,0,55,18,59,22,1.716
Industrial Motor,Heavy Load,2,55,17,41,30,7.174000000000001
Paper Ream,Common,0,18,10,29,22,1.392
Cushions,Common,0,18,12,30,7,0.5064
Safe Box,Heavy Load,2,36,59,48,52,8.9696
Shoes,Common,0,43,42,42,15,1.6224
Laboratory Beaker,Fragile,1,11,35,16,5,0.0
Car Engine,Heavy Load,2,58,46,33,40,8.4672
Ceramic Plates,Fragile,1,38,49,30,3,0.0
Antique Lamp,Fragile,1,23,51,56,11,0.0
Steel Beam,Heavy Load,2,34,53,53,74,10.0
Paper Ream,Common,0,40,37,10,23,1.972
Glass Vase,Fragile,1,32,28,39,2,0.0
Monitor,Fragile,1,30,23,19,12,0.0
Glass Vase,Fragile,1,40,49,10,8,0.0
Canned Food,Common,0,49,21,18,18,1.4915999999999998
Generator,Heavy Load,2,44,59,19,72,10.0
Monitor,Fragile,1,43,44,46,3,0.0
Plastic Toys,Common,0,35,51,32,13,1.4940000000000002
Tools,Common,0,16,27,13,3,0.3528
Clothes,Common,0,32,52,31,3,0.8455999999999999
Paper Ream,Common,0,33,58,33,11,1.4256
Tools,Common,0,52,16,42,19,1.4728
Laboratory Beaker,Fragile,1,35,13,20,14,0.0
Car Engine,Heavy Load,2,15,22,38,57,8.552
Concrete Block,Heavy Load,2,56,41,15,43,8.4984
Antique Lamp,Fragile,1,54,12,41,5,0.0
Mirror,Fragile,1,18,15,19,5,0.0
Canned Food,Common,0,58,15,34,9,0.8879999999999999
Plastic Toys,Common,0,18,53,49,6,0.7415999999999999
Plastic Toys,Common,0,38,34,48,27,2.1368
Car Engine,Heavy Load,2,17,26,29,44,7.816800000000001
Glass Vase,Fragile,1,39,42,14,8,0.0
Paper Ream,Common,0,47,47,20,20,2.0835999999999997
Steel Beam,Heavy Load,2,13,54,25,51,8.3408
Antique Lamp,Fragile,1,38,37,28,4,0.0
Industrial Motor,Heavy Load,2,32,28,12,69,9.4984
Monitor,Fragile,1,53,35,13,2,0.0
Anvil,Heavy Load,2,51,59,17,73,10.0
Safe Box,Heavy Load,2,37,53,54,74,10.0
Generator,Heavy Load,2,46,35,42,36,7.803999999999999
Concrete Block,Heavy Load,2,44,56,50,33,7.9656
Wine Bottles,Fragile,1,52,36,28,6,0.0
Antique Lamp,Fragile,1,34,36,36,2,0.0
Industrial Motor,Heavy Load,2,57,35,35,49,8.738
Concrete Block,Heavy Load,2,38,54,43,59,9.360800000000001
Mirror,Fragile,1,37,16,54,10,0.0
Wine Bottles,Fragile,1,33,13,46,7,0.0
Industrial Motor,Heavy Load,2,14,21,50,45,7.8176000000000005
Wine Bottles,Fragile,1,49,53,36,7,0.0
Mirror,Fragile,1,27,27,14,1,0.0
Canned Food,Common,0,55,34,16,17,1.768
Shoes,Common,0,36,37,21,5,0.8328
Anvil,Heavy Load,2,24,16,30,52,8.273599999999998
Ceramic Plates,Fragile,1,41,47,40,11,0.0
Wine Bottles,Fragile,1,48,59,10,6,0.0
TV Screen,Fragile,1,21,42,10,11,0.0
Concrete Block,Heavy Load,2,57,29,24,77,10.0
TV Screen,Fragile,1,45,22,39,9,0.0
Monitor,Fragile,1,37,49,18,4,0.0
Anvil,Heavy Load,2,58,56,53,76,10.0
Industrial Motor,Heavy Load,2,31,22,19,36,7.4328
Ceramic Plates,Fragile,1,23,26,23,13,0.0
TV Screen,Fragile,1,39,40,43,10,0.0
Concrete Block,Heavy Load,2,51,41,36,30,7.6364
Generator,Heavy Load,2,38,40,52,43,8.187999999999999
Canned Food,Common,0,37,55,56,2,0.9339999999999999
